<<<<<<< HEAD
﻿title,image,category,description
ধ্রুব উপাখ্যান — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhz-5sRgQYGCVC8sDhf0STYs55CpvyTz3ssopYXKRJZPun-rCREy4QNVjaGk2t3p-ndW9z9TJLTDd0_2rr6nZFAkRIRScMjC5Cw_NJXsHnZheMN3UTfwvWV3XUDLfGCv7-R1J83agGbqB2seUn5EJ2tjH0g3MkFdeq9jXFBSiLJuPCTtiRT8yjQmpJqyoRM/s1536/%E0%A6%A7%E0%A7%8D%E0%A6%B0%E0%A7%81%E0%A6%AC-%E0%A6%89%E0%A6%AA%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8-%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%80-%E0%A6%A8%E0%A6%AC%E0%A6%95%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%BF%E0%A6,পৌরাণিক কাহিনী,নিংশিং চে-তে প্রকাশিত “ধ্রুব উপাখ্যান” লেখাটির ফিচার্ড ছবি। লেখক: শ্রী নবকুমার সিংহ; প্রকাশ: ৯ জুলাই ২০২৫।
সাডেন ডেথ : আমার সমাজর কাজে ডাঙর আতঙ্ক — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEixc1xqJssmUCrwO54VJtZdRfv-90_7Dv-p_jUisRP6CmWB4TcIQAm-9ISW5EfGXXTYEV2QS5isUHOAMakkU06QBK3uFoSu352iqSf5giNUlIlWU9FP3pzmRC_-Cs1u3Zd9tGGLCyBH8aC-x_iwCe7salBXKJy7DNXeKaSGM-79bgmzv7phDz9vA-l1ykQp/s1023/Sudden-death-manipuri-article-ningshingche.png,বিজ্ঞান ও প্রযুক্তি,নিংশিং চে-তে প্রকাশিত “সাডেন ডেথ : আমার সমাজর কাজে ডাঙর আতঙ্ক” লেখাটির ফিচার্ড ছবি। লেখক: ডা. স্বপন কুমার সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
হার্ট অ্যাটাক — সতর্কতামূলক প্রসঙ্গচিত্র,https://i.ibb.co.com/XfGRYHZY/1751924380039-680fe567-d4bf-40cb-8b9e-410e5b34436a.png,বিজ্ঞান ও প্রযুক্তি,নিংশিং চে-তে প্রকাশিত “সাডেন ডেথ : আমার সমাজর কাজে ডাঙর আতঙ্ক” লেখায় ব্যবহৃত হার্ট অ্যাটাকের ঝুঁকি নিয়ে সতর্কতামূলক প্রসঙ্গচিত্র। লেখক: ডা. স্বপন কুমার সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
টমাস আলভা এডিসন — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhHLuq5ySnEikRZzPDtBx1Se-B-yEri8V0sJT8ZmGRVQfxXoJMl1PmeQg7Ww39cRiazfkKko8tuH3QjeIZGdpF_WqIQ5DW9W65AEebkfXCn4OIgi0X7f0sykqv1nBIsUk54-wMQy4KSlv7jwK5Xww3luLyGtqhkrw0vFMbaVQy23UQx7FOqC_YneWgeLMac/s1024/Tomas-Alva-Edision-Biography-NingshingChe.png,বিজ্ঞান ও প্রযুক্তি,নিংশিং চে-তে প্রকাশিত “টমাস আলভা এডিসন” লেখাটির ফিচার্ড ছবি। লেখক: ইমন সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
টমাস আলভা এডিসন ও গ্রামোফোন — চিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhs1RDLicnuhVo8yO_1HGwQSbrkqEp1Czb7x7yhwORM0cTwMm17EpeunBMBF_2gwNsDU5a2ImCBamCBB6yRIGUW27qzM2iM6u_Zp0gSr6TgFTZmSH1lrm4iIm5cmUny8gp_cWw7ylWh_4a07WUZVzmDk1hwRln2ccKLrgH0EjFFTnwPxpLqSGOLtqOCp28D/s1023/Tomas-Alva-Edision-Gramophone-Art-NingshingChe.png,বিজ্ঞান ও প্রযুক্তি,নিংশিং চে-তে প্রকাশিত “টমাস আলভা এডিসন” লেখায় ব্যবহৃত টমাস আলভা এডিসন ও গ্রামোফোনের প্রসঙ্গচিত্র। লেখক: ইমন সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
টমাস আলভা এডিসন — প্রতিকৃতি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiJg8TMhLDJ8HIfLrBpnEynCF6HIhruuOgIN4rBEW6eW-02F036Kkn2K-7xD_mU7QuGsUGo6w_UJ1N69pDGzYE9Y2suTSOvTUWEAOfzSF_kLHQnjX4yBDSH5MRCGhlpUbtR4IODw0yLDY2yCtLjGZ8wpwQk4oh9sNRuXIHKT1GCGlpvwFMNIpc7Y6QYiUYK/s1024/Tomas-Alva-Edision-Portrait-Art-NingshingChe.png,বিজ্ঞান ও প্রযুক্তি,নিংশিং চে-তে প্রকাশিত “টমাস আলভা এডিসন” লেখায় ব্যবহৃত টমাস আলভা এডিসনের শিল্পিত প্রতিকৃতি। লেখক: ইমন সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
জীবনর ট্রেনে (কবিতা) — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjI2b1JDpxkN6JtmQRQNx2DLvSptzw-QUUEr4dieiuNCvr6yhA4YGR9J8Zw-9eo-bYSeltqHKsW9PfAcscZaUEqvnI2OikbekzPpmw4iYy89TdH_M3O5fRoP4L11Y4kCgkodKBkj3OaxdoXNkC2BK8AUOSuJTqh8WZxOaHmp6Y76nsR5sYzlydykkmHxAH9/s1017/Train-Kobita-Ningshingche-Kumar-U-Sinha.jpg,কবিতা,নিংশিং চে-তে প্রকাশিত “জীবনর ট্রেনে (কবিতা)” লেখাটির ফিচার্ড ছবি। লেখক: উত্তম কুমার সিংহ; প্রকাশ: ৮ জুলাই ২০২৫।
হুনামানুর আকদিন (গল্প) — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg-BuFKtwxaxk8jqZvljjU0dHnhKFqQYs_9ynUktPy-BhjV_ofe9xE-Z2yB68XzEaU9qPCb4sGU-pvtwIMUfMkB87yLtV1iVN-Hw7FnHNOC2J_7Ttik44Mb_1jqMYW4KtEQBFedTCkWZi9ChiErCE3fdkc7T8P46-wmW-7Sda9Eqh4MzcATZhHcjvhwdekJ/s1021/Hunamanur-akdin-golpo-shubhasish-sinha-somir-ningshingche.jpg,সাহিত্য,নিংশিং চে-তে প্রকাশিত “হুনামানুর আকদিন (গল্প)” লেখাটির ফিচার্ড ছবি। লেখক: শুভাশিস সিনহা; প্রকাশ: ৬ জুলাই ২০২৫।
প্রিয় বাবা — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgDltYn7CNdVGdRVKDvyRd8SnGvZQdMPa6SfIYTIngvDNb6KKtJ5MiKupCx-4pvmEoqeIioG7dznsWJWzoRUEriAEuxHvG8453lR4qCKuQ0pA5pB-dR6tNy2G7rri0HL9ZKv2B2_QIPtzSAGI0j0y-ErdspACk-8_ZM_qQCa0FRP0m6_i1SRlf39mXcKe6S/s1021/Dr-Ronojit-Singha-Portrait-ningshingche.jpg,স্মৃতিচারণ,নিংশিং চে-তে প্রকাশিত “প্রিয় বাবা” লেখাটির ফিচার্ড ছবি। লেখক: দেবাঞ্জলি সিন্‌হা; প্রকাশ: ৬ জুলাই ২০২৫।
ড. রণজিৎ সিংহের পারিবারিক স্মৃতিচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgQl5P4BJ4_of2lFJ9nk0P-IbeiVRcO1wnfaZ8hBXW7AFYfSkj90zKuWPBmFCLUS3OZBqa1AXm2oZxFYz6SZgSG5TQgsanIM3OL4LXgXWxlxhamRwJokd8T_pZNG8FIbYOLRnC1ORXplC59Usjz1hCR_wV0otxPYePYHGVRcwJre3lM3qfBdQfayXCxntel/s545/debanjoli-pushpanjoli-dr-ronojit-singha-family-ningshingche.jpg,স্মৃতিচারণ,নিংশিং চে-তে প্রকাশিত “প্রিয় বাবা” লেখায় ব্যবহৃত ড. রণজিৎ সিংহ ও তাঁর পরিবারের স্মৃতিচিত্র। লেখক: দেবাঞ্জলি সিন্‌হা; প্রকাশ: ৬ জুলাই ২০২৫।
মণিপুরী ললিতকলা একাডেমি — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhhu5iBqggFM7kuJU1qB_v228-2TSn8COq8RXX01Oj-BcMl2og6omNovdzdHrjTiWUxVLaEHr7Rp4OEAs1KqSuwnZSD7MOsbxD-Uza3ZMdoKX0bfmB8z_pOVMvmRWthOWeyi6R1zIEw_Um_EuFju4yWTkon6Xyrq4Gv-kVrHfX6Whu17UVep766ws4KbWFG/s1536/manipuri-lalitokola-academy-ningshing-che.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মণিপুরী ললিতকলা একাডেমি” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ২ জুলাই ২০২৫।
মণিপুরী ললিতকলা একাডেমি — প্রসঙ্গচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiOvbWmm34cK1E0GQYRKJpVxYKm7H0tvKf0yYY5LXU1zud-HWNzkuCFuEctJbnhpe_JKn7fxJrSNw05CkDgQ2vaa7t3plJd_nkV2ffXYj7Aa3x-yttVM7P4T9zORShEDwA7wvXeE2dKrUP5rZLz82ky6Ad-WZkG0nge6eRz9Wnb_KNgBF-D41bzRVuL7E-L/s1536/manipuri-lalitokola-academy.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মণিপুরী ললিতকলা একাডেমি” লেখায় ব্যবহৃত মণিপুরী ললিতকলা একাডেমি ভবনের প্রসঙ্গচিত্র। লেখক: নিংশিং চে; প্রকাশ: ২ জুলাই ২০২৫।
ভানুবিল কৃষকপ্রজা লালফামর অমর চারণকবি নবদ্বীপ সিংহ — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhWXeSnxSTzDHXHXS8t7lBtOQed3BP3Hgt1jKAaSxhAc6aUE0d89VjL_MphTPR3JE5u_NJYmR8gfssjP0wbp7rR-Raw9ytsgY2apf4fIJb86r1WmRNWGLRlIg-YJGFSmKsrGd0ppLFDB9AwdFZGRgLEmbUr6sRm9ZixjD7M15UAddSOBrKyKdHMCJGHp8dc/s1023/charon-kobi-nabadip-singha-ningshingche.jpg,জীবনী,নিংশিং চে-তে প্রকাশিত “ভানুবিল কৃষকপ্রজা লালফামর অমর চারণকবি নবদ্বীপ সিংহ” লেখাটির ফিচার্ড ছবি। লেখক: শ্রীহেমন্ত কুমার সিংহ; প্রকাশ: ২ জুলাই ২০২৫।
রবীন্দ্র কীর্তিতে মণিপুর ও মণিপুরি — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiRcw__F0UWir7dVflQu-y4IQcthh4MqOsmR5L54iSlHG0ukCeWSvuEGYY3KvkC25Sf56vQbnaA37P1BxpV8sQYn2t3Oyew-x2AKVkZcWLZstATl_mzdkbmId73MG9M0uoWhM0CnwJWUOvMLAtXT2IL9ojnuwAGLhGC3KU6gC6fi1FQGlq3fHHXb9pSQKIB/s1023/Rabindranath_Tagore_ningshingche.jpg,পর্যালোচনা,নিংশিং চে-তে প্রকাশিত “রবীন্দ্র কীর্তিতে মণিপুর ও মণিপুরি” লেখাটির ফিচার্ড ছবি। লেখক: জিতেন্দ্র কুমার সিংহ; প্রকাশ: ৩০ জুন ২০২৫।
রবীন্দ্রনাথ ও মণিপুরি শিল্পীরা — প্রসঙ্গচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjENfUtx7N_nqqKXh2G_QTM23C9KNbKgfRrGa9DYA7K2pEPToyCYBNcQ9SENPOOujo-UXerJwfKP7zg24RvzMQv_X_0kAFhETttnCbyWDKH7YZh0v9B5N0VKy8u8u0shX4m27ULeMY0AUbMa89nB6eC1t670NQG5JjzouJenCIi04gRW5c0oNH2HHUB-0Rr/s1023/Rabindranath_Tagore_rare-images_ningshingche.jpg,পর্যালোচনা,নিংশিং চে-তে প্রকাশিত “রবীন্দ্র কীর্তিতে মণিপুর ও মণিপুরি” লেখায় ব্যবহৃত রবীন্দ্রনাথ ও মণিপুরি শিল্পীদের প্রসঙ্গচিত্র। লেখক: জিতেন্দ্র কুমার সিংহ; প্রকাশ: ৩০ জুন ২০২৫।
মণিপুরি নৃত্যে রাধা-কৃষ্ণ — প্রসঙ্গচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhf9eLyPByhDiT41_tHmrcYOiRsi0JgPf1lT2aI7nTeyOj1qS6Q-vROZ1DijEfMYJsnx74aTLUuKEvso-iLROTLQOFGkHTk3WmQOtzGJwyYJy_jAaU4ip_6q7NPl54hbZYbDUBCo2Ap4zAIM8VxM2Bl1K24HpRMGsG4XBTxd4x7MI8BjdIBOfPn3MbaV_8R/s1021/Radha_Krishna-Manipuri_Nrityam-Rabindranath_Tagore.jpg,পর্যালোচনা,নিংশিং চে-তে প্রকাশিত “রবীন্দ্র কীর্তিতে মণিপুর ও মণিপুরি” লেখায় ব্যবহৃত মণিপুরি নৃত্যে রাধা-কৃষ্ণের প্রসঙ্গচিত্র। লেখক: জিতেন্দ্র কুমার সিংহ; প্রকাশ: ৩০ জুন ২০২৫।
"কৃত্রিম বুদ্ধিমত্তার নুয়া ইঙাল : ইতিহাস, উন্নয়ন বারো ভবিষ্যতর চ্যালেঞ্জ — ফিচার্ড ছবি",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEilPCJA54lPr5dk2Yw_8E3jXrBMkM1xy7Ai_04_8GJlm2JiHZcI-OX97xmUI1kZXh2UgUk0zQey9TirqVeCpRxv2aR54-qnTsoovMavBScsoSISrYCNGEUkrhNYzLLAVkjsA9Zb4nico2uImnNEAw_7zCOCNNF-qdCU3BXgEmNsEXu4ZjeeQ-35LWMIGfMp/s1536/Artificial-Intelligence-Satirtha-Thumbnail.png,বিজ্ঞান ও প্রযুক্তি,"নিংশিং চে-তে প্রকাশিত “কৃত্রিম বুদ্ধিমত্তার নুয়া ইঙাল : ইতিহাস, উন্নয়ন বারো ভবিষ্যতর চ্যালেঞ্জ” লেখাটির ফিচার্ড ছবি। লেখক: সতীর্থ সিনহা; প্রকাশ: ২৯ জুন ২০২৫।"
সম্পাদকীয় - নিংশিং চে - ২০১৬ - ৩য় সংখ্যা — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhBbd63sdfTFi2bSwQZg7KAXbfjD1YcBVfALspXvtYJf7Rqnpus9Bt5_2HKn7ZWHvs7XuudkdjyCBJDBxJXiIS2YczYaDQ4jG7YUdGMSq0Z9Wy9D4XORvWsYaIUNNZnyxGB7crDKxTLUVQ/s400/Sompadokiyo+by+Surajit+singha.jpg,সম্পাদকীয়,নিংশিং চে-তে প্রকাশিত “সম্পাদকীয় - নিংশিং চে - ২০১৬ - ৩য় সংখ্যা” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ১৭ জুন ২০২৫।
শ্রী যুগেশ্বর শর্মা জীবনী — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjkKvUWyft1PcrcmC7Jv7sCn8SXzS0Mvo5MqGELaGpnmRWA_XmLYMAZOyj_2DDJX1eTXkTfLZ77Ac6UYgR2nqIqrlzd4zsAIBNcjtmVG7xzpceQOX0tiXXna0R3IbX0KuHhqCRY0-FUQig/s400/Yogeshwar-sharma-life-history.jpg,জীবনী,নিংশিং চে-তে প্রকাশিত “শ্রী যুগেশ্বর শর্মা জীবনী” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ১৭ জুন ২০২৫।
রসিক নাগর কালা | Rosiko Nagor Kala | হোলি কির্তনর এলা — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6Rp_9AYlv0i1XifBaRE10P_G9i-i1WVretqhoCEsnjZbt6olaJzPFapoK1DXCdkV459SadqRUtLw67G2ZIqFhSxb4mWXFWI8x9gD6YussKlM_Mg_Iyj9qcOPCA8BsTwg21_70tJ3Elgh_ziigv9XF4WVWr5kD3gSLUgx_8c4lh78Y3ZGHal0M1xt0/s400/Rosiko%20Nagor%20Kala%20Thumb.png,ইমার ঠারর এলা,নিংশিং চে-তে প্রকাশিত “রসিক নাগর কালা | Rosiko Nagor Kala | হোলি কির্তনর এলা” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ১৭ জুন ২০২৫।
মিয়ানমারে আমার মানু — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjwcRV8ey0d9mhq4Qvj0deslnqJ9mUKAQhjMCLV8nhLuNdnP1in6U1XkC4ZyRmafGhEi1X44vtOxDi6JmAasatw-xC0_57f2_psld2bJeobBMCYjJaWucFOlLNCeG7OuQ2s2g31GqEOoNvxRrMAzxz7ymDfeIkW00m0S3O2ILlAQykM0PzfdL7mb3ukCLtJ/s1536/Myanmar-Bishnupriya-Manipuri-History-Ningshingche.png,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মিয়ানমারে আমার মানু” লেখাটির ফিচার্ড ছবি। লেখক: সুরজিত সিংহ শিশির; প্রকাশ: ১৭ জুন ২০২৫।
মিয়ানমারে মণিপুরী বন্দি — প্রসঙ্গচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWTpWebGs7Zqz-Qelp-9d00BcRaPW4qrd5MplNvnSBa6KbZS7lbirOd38EfsEdY9GyScweB1CxlySVTtM5-wQbyzf5lrBn005bSQAB2GrF19zsrfF84_SQBEWWD_BGRcn78sLFaFr28DZhXJ_iqalU9UlvgQ5N-wg09JGTaCw_35JnbON5bswAcOEzS2Nv/s1536/Manipuri-Prisoner-in-Myanmar-Ningshingche.png,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মিয়ানমারে আমার মানু” লেখায় ব্যবহৃত মিয়ানমারে মণিপুরী বন্দিদের ইতিহাসের প্রসঙ্গচিত্র। লেখক: সুরজিত সিংহ শিশির; প্রকাশ: ১৭ জুন ২০২৫।
মিয়ানমারে মণিপুরী শ্রমিকেরা — প্রসঙ্গচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhLnxCMQt2hayODF9ielfzEWS_7TIgA2C0dberemPouNhRnzk9FMM6h5rovvyDqMaBRNCzCdp0Dcf16KydBsxeBZqzV7-ZQr7Ewa1BQ64yhNbMKE-Jwu58lzIt2WqnpCXHQujBiohRJxqCzxb-19cKAfhyphenhyphen9qAAzobXltmeXeA2w8py98_u4P7Vod4fC4j4p/s1536/Manipuri-Workers-in-Myanmar-History-ningshingche.png,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মিয়ানমারে আমার মানু” লেখায় ব্যবহৃত মিয়ানমারে মণিপুরী শ্রমিকদের ইতিহাসের প্রসঙ্গচিত্র। লেখক: সুরজিত সিংহ শিশির; প্রকাশ: ১৭ জুন ২০২৫।
মাদৈ - সরারেলর ৱারি — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgMaZPViMwePyCT4ew-yzHilGPB4zOoXXQRqYyNBEUVQsVYoTKPeDU4m3yNz7zom5OOiLeuqDlczvzE2UnHVVXbjUUQgDJ0D6w9bAnx2AExmd41FmtMjgB5Hwpu4HnRVfVkTyF86JM4S0VnEPr_9GejwLJMvk2bUTCr4s9II7fS9e66aIfOXIXkgvPowh_I/s1533/Madoi-Sorarelor-Oari-Ningshingche-2023.png,ইতিহাস,নিংশিং চে-তে প্রকাশিত “মাদৈ - সরারেলর ৱারি” লেখাটির ফিচার্ড ছবি। লেখক: প্রতাপ সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
"মহাবিষু বারো আমার ঠারে ""বিষু উৎসব"" এহান কিহান? — ফিচার্ড ছবি",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgLmZU_8C7SJ_Eo9I2bQo4BU4tEoprhbauEFcBcCS1LnNqN8dI8A7mJga8dld67iJoJzewVy3VZfIsCjKmk210GpwSVKjtRR-IZJ3BtxqUqIdXlRKHdIO5po9Il-9zLpceaG2Sbnat5V7A/w480-h640/Bishu+Utsob+Bishu+Songkranti+Manipuri+Bishnupriya+Apabopa+Vog.jpg,রকমারি,"নিংশিং চে-তে প্রকাশিত “মহাবিষু বারো আমার ঠারে ""বিষু উৎসব"" এহান কিহান?” লেখাটির ফিচার্ড ছবি। লেখক: বর্মেন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।"
বিষু উৎসব — কিশোর সিনহার আলোকচিত্র,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhc9vWfwLk4Tc5oynRfWBkYy5CDVcXigKtNh7WVuCEUWbfW5RqYlvXEIxVDzXwLFxmO-QaQF8l5jMGGyumz8BnWDhiT1xIvSfddrtXZPDTVTRKxH83-gPA_aGSb7T5ho7LIQr3ssL_F2Rw/w286-h400/Kishor+Sinha+Halali.jpg,রকমারি,"নিংশিং চে-তে প্রকাশিত “মহাবিষু বারো আমার ঠারে ""বিষু উৎসব"" এহান কিহান?” লেখায় ব্যবহৃত ভারতের হালালির কিশোর সিনহার তোলা বিষু উৎসবের আলোকচিত্র। লেখক: বর্মেন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।"
মণিপুরী চরিতাবলী: পর্ব - ২ — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi5byXfYeES6CHmu30X_VOv-RGptoBda6s48LK7q-6t9iQFzNhfT600E4LnZwrjdX_1U0UBH6efT6Ky3SjFL_vCJ40rabhTrG4mkYA3_Y4lsxQs5Jhgt4ZDWslcgtxX4XwNVEf9bzYZ9Jr7BR2zff4l8S5dqkxikMSD1JkmLoSI9ujVdmLUihvOiyq07E0b/s16000/Oja-Bipin-Singha.png,পর্যালোচনা,নিংশিং চে-তে প্রকাশিত “মণিপুরী চরিতাবলী: পর্ব - ২” লেখাটির ফিচার্ড ছবি। লেখক: প্রভাস চন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
ভূমিকা - নিংশিং চে - ২০১৬ — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgF2yHLe1U0fLuszXXGu7i3qZ4asm4UKZiQVDWErXOBi4dtrNFo5fmRUBpIu8SiGTHDLlFQxIJCZpDbqkWuZRW22X4OaAx_j7dJTYq3EgvnjOAAq9bx_9d7nQRe7007fMHiwPC8fFUXpis/s400/Vumika+%2528Introduction%2529+by+rupendra+sinha.jpg,ভুমিকা,নিংশিং চে-তে প্রকাশিত “ভূমিকা - নিংশিং চে - ২০১৬” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ১৭ জুন ২০২৫।
ভূমিকা - কাজল সিংহ — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgXHPjsJu4sqCbEnuOwM8vxUWWxyh0rkKALFhDWo4FGoHkZImprZ5FwxJPNYXNuLpQ9o4qxRvhSppY8IPKi23RBk62eSOdynPAJIRHDh_kjcCaIde7N6kx37gInTJGKcS9I-bNumPI6f1tQQY1LIUSb60e6wIZpuTJbtjjn8dQHhkeFRK2yQ2jXupDacWrG/s1600/NingshingChe-Vumika-Kaja-Singha-2023%20copy.jpg,ভুমিকা,নিংশিং চে-তে প্রকাশিত “ভূমিকা - কাজল সিংহ” লেখাটির ফিচার্ড ছবি। লেখক: নিংশিং চে; প্রকাশ: ১৭ জুন ২০২৫।
বিষ্ণুপ্রিয়া মণিপুরী ভাষা আন্দোলন ও ২৩ মে নিয়ে কিছু কথা (পর্ব-১) — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgbL3eITWeRV8oWahC64g3Vs7AUTmTsIzkluTeEM49JlO2I-Z3u3xyDbexykySUdG3uwqzXJdFOzcAZGIECItwufbkHRbl06k7AqpWB_sTtpHxFXMVxlVpIomGJrrAc6DBc31GIj7_Pd7lD_9nvUc3GvBTdykgoz3SiCg24eLuG0KoZe12prnTuysjyvPya/w400-h400/Kanchan%20Baran%20Singha.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “বিষ্ণুপ্রিয়া মণিপুরী ভাষা আন্দোলন ও ২৩ মে নিয়ে কিছু কথা (পর্ব-১)” লেখাটির ফিচার্ড ছবি। লেখক: ড. কাঞ্চনবরণ সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
বিষ্ণুপ্রিয়া মণিপুরির অরিজিন — ফিচার্ড ছবি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiyZ1QDYNJ3h7iJEI4NVCkXoW2nZbWrqzyet8JxJEVpNp0wDuSn1l14X2CfTvvQfTMb7q7K1SVLUS9NT1_u1ePKToNrsT4yh7_sdtVFdzxpl7RKJZVCiYlQDMZQfwu7Ew5mMRTfqYMX2Wspe-e16_wAw23jxtFHLjF2aHipRUErL3dZ0kqlK7sdP9fdWkQ/w400-h400/Origin%20of%20manipuri%20-%20Ningshing%20Che%202023.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “বিষ্ণুপ্রিয়া মণিপুরির অরিজিন” লেখাটির ফিচার্ড ছবি। লেখক: বর্মেন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
বভ্রুবাহনের বংশতালিকা,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgwgv94gIGQ8Qv0fUwH8KkxpRh1P7Q9A9SFb0XHtcX-WWYCdIeuSRh1FKBOVZGzXtizDGCIhspl330KYUAhyphenhyphenf2r5dedMIvYJaizIdIR9TfQgrhOE4zvMl6nGFGN9YglFqVo1vCFLP5qwSZIKhN68HfENFlNEJ9yRB7EJ_65GXKiiwUr3WHkqPfiZxEkcqFI/s853/Asset%201@4x-100.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “বিষ্ণুপ্রিয়া মণিপুরির অরিজিন” লেখায় ব্যবহৃত বভ্রুবাহনের বংশতালিকার চিত্র। লেখক: বর্মেন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
মণিপুরের প্রাচীন ইতিহাস — উদ্ধৃত নথি,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj8oH45XC6B2EOYGFgH6A95DassJpAcaDF5KPPKFuZFrNzO5kJhdWKoQNlSwxjn6qsFT0Q11GyKygMW0cBZa2KknfbZgjM3yhm5kFI4r-j0u6Vk67PUIFoNDMTZ2Gd6hb-u9bJ4YzKSg4stgjDTOfyy26KWJVnDtEJz-yvB2TdA4PEr1yDZ00TFl4nudD0/s1023/Asset%203@4x-100.jpg,ইতিহাস,নিংশিং চে-তে প্রকাশিত “বিষ্ণুপ্রিয়া মণিপুরির অরিজিন” লেখায় ব্যবহৃত মণিপুরে সনাতন ধর্মের প্রাচীন অস্তিত্ব নিয়ে উদ্ধৃত ঐতিহাসিক নথি। লেখক: বর্মেন্দ্র সিংহ; প্রকাশ: ১৭ জুন ২০২৫।
